"lat","lon","fdate","mean_cpue","sum_KG","area"
12.25,65.25,"2019-02-06",0.8,400,"as"
12.5,64.25,"2019-02-06",0.9444444,680,"as"
14.25,67,"2019-02-06",0.6666667,300,"as"
14.25,68.25,"2019-02-06",1.666667,1000,"as"
2.25,69,"2019-02-07",0.3157895,100,"as"
3.75,67.5,"2019-02-07",0.1538462,85,"as"
12,64.5,"2019-02-07",1.4,525,"as"
12.25,65.75,"2019-02-07",0.2,60,"as"
14,67,"2019-02-07",1.703704,450,"as"
15,67,"2019-02-07",0.7142857,350,"as"
15.5,68.25,"2019-02-07",0.45,300,"as"
0.25,67.75,"2019-02-08",0.4117647,350,"as"
1.75,66.75,"2019-02-08",2.2,1450,"as"
2.25,67,"2019-02-08",0.65,520,"as"
2.25,67.5,"2019-02-08",1.769231,900,"as"
2.25,67.75,"2019-02-08",0.6666667,400,"as"
2.25,68,"2019-02-08",1,400,"as"
2.5,67,"2019-02-08",0.75,720,"as"
2.75,67,"2019-02-08",0.4166667,240,"as"
2.75,68,"2019-02-08",0.6923077,540,"as"
2.75,68,"2019-02-08",0.6923077,540,"as"
4,67.75,"2019-02-08",0.4166667,250,"as"
4.25,67.25,"2019-02-08",0.5,450,"as"
4.75,66.75,"2019-02-08",0.25,150,"as"
4.75,67.5,"2019-02-08",1.666667,990,"as"
12.5,65,"2019-02-08",0.6666667,400,"as"
13,66,"2019-02-08",0.9,270,"as"
13.75,66.75,"2019-02-08",2,1200,"as"
13.75,67.25,"2019-02-08",0.7142857,250,"as"
1.75,67,"2019-02-09",0.7058824,400,"as"
1.75,68,"2019-02-09",1,520,"as"
1.75,68,"2019-02-09",2.707182,2300,"as"
2,69,"2019-02-09",0.4615385,270,"as"
2.25,66,"2019-02-09",0.8,500,"as"
3,66,"2019-02-09",0.2857143,180,"as"
3.25,67,"2019-02-09",0.8333333,486,"as"
3.5,68,"2019-02-09",0.2,160,"as"
3.75,67,"2019-02-09",1.2,500,"as"
3.75,67.75,"2019-02-09",0.3,150,"as"
11.75,64.75,"2019-02-09",0.5555556,450,"as"
11.75,65,"2019-02-09",0.2666667,120,"as"
12,64.75,"2019-02-09",2.2,850,"as"
12,65,"2019-02-09",1,800,"as"
12.25,64.75,"2019-02-09",0.297619,200,"as"
12.5,65.5,"2019-02-09",1.1,350,"as"
13.5,67.75,"2019-02-09",1.071429,225,"as"
16.25,67.25,"2019-02-09",0.8571429,400,"as"
0.5,68.75,"2019-02-10",0.2941176,250,"as"
1.5,67.75,"2019-02-10",0.3333333,200,"as"
1.5,68,"2019-02-10",0.5,200,"as"
1.5,68.25,"2019-02-10",0.5128205,240,"as"
1.5,68.25,"2019-02-10",1.764706,1050,"as"
1.5,68.25,"2019-02-10",0.5940594,240,"as"
1.75,67,"2019-02-10",0.7,560,"as"
1.75,67.5,"2019-02-10",1.307692,700,"as"
2,67,"2019-02-10",1,1000,"as"
2,69,"2019-02-10",0.5333333,300,"as"
3,67.5,"2019-02-10",0.1333333,100,"as"
4,67,"2019-02-10",0.5833333,70,"as"
4.25,67.25,"2019-02-10",0.8333333,400,"as"
6.25,65.25,"2019-02-10",0.6666667,500,"as"
6.75,67,"2019-02-10",0.375,435,"as"
12,65,"2019-02-10",0.7,140,"as"
12.75,65.75,"2019-02-10",1.333333,900,"as"
12.75,65.75,"2019-02-10",0.6296296,340,"as"
1,68.25,"2019-02-11",0.4666667,120,"as"
1.5,66.25,"2019-02-11",0.3333333,160,"as"
1.75,68.75,"2019-02-11",0.25,100,"as"
2.25,67.5,"2019-02-11",0.6790123,330,"as"
2.25,67.5,"2019-02-11",0.1,40,"as"
2.25,67.5,"2019-02-11",0.3529412,300,"as"
2.75,67,"2019-02-11",1.388889,1250,"as"
3,67.25,"2019-02-11",0.4166667,239,"as"
11.75,64.75,"2019-02-11",1.166667,900,"as"
12,64.75,"2019-02-11",1,375,"as"
12,65,"2019-02-11",0.7333333,350,"as"
12,65,"2019-02-11",1.083333,450,"as"
17.5,67.5,"2019-02-11",0.6428571,300,"as"
0,68.5,"2019-02-12",0.05555556,45,"as"
0.75,66.75,"2019-02-12",1,400,"as"
0.75,68.75,"2019-02-12",0.4615385,270,"as"
1,68,"2019-02-12",1,40,"as"
1.25,66.75,"2019-02-12",0.2,150,"as"
1.25,67.25,"2019-02-12",0.3,130,"as"
1.5,67,"2019-02-12",0.5333333,400,"as"
1.5,67,"2019-02-12",0.05,35,"as"
1.75,66.25,"2019-02-12",0.09090909,40,"as"
1.75,66.25,"2019-02-12",0.5294118,360,"as"
2,67,"2019-02-12",1.5,1300,"as"
2.25,67.75,"2019-02-12",0.3,90,"as"
2.5,67.75,"2019-02-12",0.25,180,"as"
3.25,67.5,"2019-02-12",0.4,300,"as"
4.75,67.5,"2019-02-12",1.666667,520,"as"
7.25,66.75,"2019-02-12",1.666667,1500,"as"
10,65,"2019-02-12",0.8,400,"as"
12,65,"2019-02-12",1.1,330,"as"
12.25,65,"2019-02-12",1,600,"as"
13,65.25,"2019-02-12",0.3,40,"as"
2,66.5,"2019-02-13",1,800,"as"
2,66.75,"2019-02-13",1,900,"as"
2.75,66.75,"2019-02-13",0.6388889,1050,"as"
2.75,69,"2019-02-13",0.8333333,600,"as"
6,64.5,"2019-02-13",0.4,270,"as"
12.5,67,"2019-02-13",0.2380952,210,"as"
12.75,66.25,"2019-02-13",0.5185185,260,"as"
17,66.25,"2019-02-13",1,400,"as"
17,68.75,"2019-02-13",0.7142857,200,"as"
18,67,"2019-02-13",0.8571429,390,"as"
1.25,67.25,"2019-02-14",0.3636364,200,"as"
1.25,67.5,"2019-02-14",1.176471,700,"as"
1.25,68.25,"2019-02-14",1.176471,700,"as"
1.25,68.75,"2019-02-14",0.4166667,300,"as"
1.75,69.25,"2019-02-14",1,550,"as"
2,66.25,"2019-02-14",1.388889,1250,"as"
2,67,"2019-02-14",0.4705882,400,"as"
2.5,67.5,"2019-02-14",0.4615385,150,"as"
2.75,66.5,"2019-02-14",1,900,"as"
3,67.25,"2019-02-14",0.3333333,192,"as"
5.75,64.75,"2019-02-14",0.25,135,"as"
12,65,"2019-02-14",0.08333333,45,"as"
12.5,65,"2019-02-14",2.666667,1400,"as"
17.25,67.75,"2019-02-14",0.5,250,"as"
17.5,69,"2019-02-14",1,280,"as"
0.75,65,"2019-02-15",1.5,750,"as"
2,66.25,"2019-02-15",1.666667,1500,"as"
2.25,62.5,"2019-02-15",1,575,"as"
2.25,67,"2019-02-15",0.1764706,140,"as"
2.25,67.25,"2019-02-15",0.617284,300,"as"
2.5,67.25,"2019-02-15",0.5,240,"as"
2.75,66,"2019-02-15",0.5416667,720,"as"
2.75,66.75,"2019-02-15",0.9411765,700,"as"
3.5,65.75,"2019-02-15",0.1666667,100,"as"
4.75,67.5,"2019-02-15",0.8333333,210,"as"
12,65.25,"2019-02-15",1.2,700,"as"
12,65.25,"2019-02-15",0.8928571,450,"as"
0.75,65.25,"2019-02-16",0.1333333,100,"as"
1,66,"2019-02-16",1.111111,1000,"as"
1.75,66.5,"2019-02-16",0.4,200,"as"
2,67,"2019-02-16",0.3888889,300,"as"
2,67,"2019-02-16",0.5833333,300,"as"
2.25,64,"2019-02-16",0.9090909,500,"as"
2.25,67,"2019-02-16",0.1176471,80,"as"
2.5,66,"2019-02-16",0.5384615,380,"as"
3,61.5,"2019-02-16",0.5,600,"as"
3,66.25,"2019-02-16",0.8461538,450,"as"
3.25,67,"2019-02-16",0.5333333,300,"as"
3.5,65,"2019-02-16",0.46875,231,"as"
4,66,"2019-02-16",0.7,300,"as"
5.75,68.25,"2019-02-16",0.3571429,40,"as"
12.25,63,"2019-02-16",0.5,250,"as"
12.5,64.5,"2019-02-16",0.8666667,500,"as"
12.5,64.5,"2019-02-16",0.5,300,"as"
16.75,67.75,"2019-02-16",0.5,200,"as"
17,67.25,"2019-02-16",1.142857,420,"as"
17.25,68,"2019-02-16",0.7142857,250,"as"
0.5,66.25,"2019-02-17",1.533333,1104,"as"
0.5,66.75,"2019-02-17",1.277778,1150,"as"
2.5,65,"2019-02-17",1,500,"as"
2.5,68,"2019-02-17",0.25,120,"as"
2.75,62.25,"2019-02-17",0.8666667,550,"as"
2.75,64.75,"2019-02-17",0.8333333,800,"as"
2.75,64.75,"2019-02-17",0.2352941,200,"as"
3.25,65.25,"2019-02-17",0.2941176,200,"as"
3.5,64.75,"2019-02-17",0.3333333,200,"as"
3.5,65.25,"2019-02-17",0.4444444,120,"as"
4.5,64.5,"2019-02-17",0.8823529,600,"as"
7.5,66.75,"2019-02-17",0.8333333,450,"as"
12,65,"2019-02-17",0.8928571,500,"as"
12,65.25,"2019-02-17",1,600,"as"
12.5,64,"2019-02-17",1.454545,750,"as"
12.5,64,"2019-02-17",1,420,"as"
15,66.75,"2019-02-17",0.5,250,"as"
16.75,67.75,"2019-02-17",1.3,420,"as"
0.75,66.5,"2019-02-18",0.4666667,550,"as"
1,66,"2019-02-18",1.444444,1300,"as"
1.5,66.5,"2019-02-18",0.7,290,"as"
2.25,63.5,"2019-02-18",1.454545,650,"as"
2.25,66.25,"2019-02-18",0.3076923,200,"as"
2.25,66.25,"2019-02-18",0.3076923,200,"as"
2.5,65.25,"2019-02-18",0.6666667,500,"as"
2.5,66,"2019-02-18",0.1538462,110,"as"
2.5,67.5,"2019-02-18",0.4705882,360,"as"
2.75,60.5,"2019-02-18",0.3,290,"as"
3,65.25,"2019-02-18",0.55,600,"as"
3.75,67.25,"2019-02-18",0.6666667,500,"as"
4,67.75,"2019-02-18",1.666667,480,"as"
4.25,65.75,"2019-02-18",0.5,220,"as"
11.25,64.75,"2019-02-18",0.6666667,350,"as"
12.75,64.75,"2019-02-18",1.296296,620,"as"
16.5,68.25,"2019-02-18",0.4,150,"as"
16.75,65.25,"2019-02-18",0.5333333,450,"as"
0.75,66,"2019-02-19",1.8,1350,"as"
0.75,66.75,"2019-02-19",1.111111,1000,"as"
3,60,"2019-02-19",1,510,"as"
3,65,"2019-02-19",1,500,"as"
3.25,64.75,"2019-02-19",0.65,700,"as"
3.5,60.75,"2019-02-19",1.2,700,"as"
3.75,67.25,"2019-02-19",0.1666667,87,"as"
4,65.25,"2019-02-19",0.1666667,80,"as"
12,64,"2019-02-19",1.6,1150,"as"
12.5,63.75,"2019-02-19",0.4166667,510,"as"
12.75,63.75,"2019-02-19",1.090909,550,"as"
16.75,69,"2019-02-19",0.5,450,"as"
18.25,67.5,"2019-02-19",1.071429,250,"as"
1.5,68,"2019-02-20",0.5333333,320,"as"
1.5,69.25,"2019-02-20",0.8421053,350,"as"
2.25,63.25,"2019-02-20",0.9090909,480,"as"
2.25,66.5,"2019-02-20",0.5384615,300,"as"
2.25,66.5,"2019-02-20",0.5384615,300,"as"
2.25,66.5,"2019-02-20",0.05555556,50,"as"
2.5,67.5,"2019-02-20",0.4117647,315,"as"
3,65,"2019-02-20",0.3846154,280,"as"
3,65,"2019-02-20",0.6666667,400,"as"
3,66,"2019-02-20",0.5555556,350,"as"
3,68,"2019-02-20",0.5833333,250,"as"
3.25,65.25,"2019-02-20",0.7777778,200,"as"
3.5,59.75,"2019-02-20",0.1,80,"as"
4.25,59.5,"2019-02-20",0.2941176,250,"as"
8,59.5,"2019-02-20",0.5833333,310,"as"
9.25,67.75,"2019-02-20",0.4166667,200,"as"
11,66,"2019-02-20",0.1333333,100,"as"
12.25,63,"2019-02-20",1.833333,900,"as"
12.25,63,"2019-02-20",0.75,400,"as"
12.25,64.75,"2019-02-20",0.25,100,"as"
12.25,64.75,"2019-02-20",0.6666667,350,"as"
13.5,68,"2019-02-20",0.4,250,"as"
14,65.5,"2019-02-20",0.7142857,350,"as"
1.25,64.75,"2019-02-21",1.166667,1050,"as"
2,65,"2019-02-21",1.604938,800,"as"
2,65,"2019-02-21",1.352941,1050,"as"
2.5,67.5,"2019-02-21",0.5555556,650,"as"
2.5,67.75,"2019-02-21",2.083333,1250,"as"
3,64.75,"2019-02-21",1,400,"as"
3.25,66.25,"2019-02-21",0.4444444,400,"as"
4,59.75,"2019-02-21",13.33333,750,"as"
5.5,68.5,"2019-02-21",0.4166667,200,"as"
12.25,65,"2019-02-21",1,500,"as"
12.5,65.75,"2019-02-21",1,500,"as"
12.75,64.75,"2019-02-21",1.333333,400,"as"
13,63.5,"2019-02-21",2,950,"as"
17,68.5,"2019-02-21",0.2222222,200,"as"
18,67.75,"2019-02-21",0.3571429,200,"as"
1,68.25,"2019-02-22",0.7368421,290,"as"
1.75,65.5,"2019-02-22",0.1818182,100,"as"
3,64.75,"2019-02-22",0.3846154,250,"as"
3,67.25,"2019-02-22",0.2,150,"as"
3.25,65,"2019-02-22",0.3333333,70,"as"
3.25,66,"2019-02-22",0.3888889,350,"as"
3.5,64.75,"2019-02-22",0.5,550,"as"
3.75,61.25,"2019-02-22",1.454545,600,"as"
4.5,60,"2019-02-22",0.1538462,70,"as"
6.25,68,"2019-02-22",0.4166667,200,"as"
6.75,68.25,"2019-02-22",1,500,"as"
9.75,63.25,"2019-02-22",0.06896552,60,"as"
11.25,66.25,"2019-02-22",0.1333333,100,"as"
11.75,65.25,"2019-02-22",0.5185185,250,"as"
12.25,64.5,"2019-02-22",0.1428571,70,"as"
12.25,65.5,"2019-02-22",1.5,750,"as"
12.5,65,"2019-02-22",0.625,200,"as"
13.5,65.75,"2019-02-22",0.5,290,"as"
14.25,64.75,"2019-02-22",1.1,350,"as"
17.5,67.5,"2019-02-22",0.3571429,250,"as"
1.25,64.5,"2019-02-23",0.2777778,280,"as"
2.25,66,"2019-02-23",2.066667,1457,"as"
2.5,68,"2019-02-23",0.09090909,40,"as"
2.75,64.75,"2019-02-23",0.5294118,420,"as"
3,64.5,"2019-02-23",0.6666667,500,"as"
3,65.5,"2019-02-23",1.583333,850,"as"
3,67.5,"2019-02-23",0.5294118,378,"as"
3.25,61,"2019-02-23",0.7058824,480,"as"
3.5,67.5,"2019-02-23",1.666667,450,"as"
4,59.75,"2019-02-23",1.266667,770,"as"
4.5,64.75,"2019-02-23",1.5,700,"as"
5.75,62,"2019-02-23",1.764706,1050,"as"
12,63.25,"2019-02-23",0.8333333,400,"as"
12,63.75,"2019-02-23",0.4166667,180,"as"
12.25,65.25,"2019-02-23",1.9,900,"as"
16,69.25,"2019-02-23",0.8333333,550,"as"
1.25,64.5,"2019-02-24",1.666667,950,"as"
2.25,64.25,"2019-02-24",0.4,600,"as"
2.25,64.5,"2019-02-24",1.266667,950,"as"
2.25,66,"2019-02-24",1.2,972,"as"
3.25,67.25,"2019-02-24",0.6666667,367,"as"
4,59.5,"2019-02-24",10,350,"as"
4,59.75,"2019-02-24",1.5,850,"as"
4.25,64.75,"2019-02-24",0.3846154,200,"as"
4.25,67.5,"2019-02-24",0.4166667,150,"as"
4.25,67.5,"2019-02-24",4.166667,260,"as"
6.75,68.25,"2019-02-24",1.1,500,"as"
10.75,65,"2019-02-24",1.3,600,"as"
10.75,67,"2019-02-24",0.6666667,400,"as"
11.25,66.5,"2019-02-24",1.666667,700,"as"
12,64.25,"2019-02-24",1.583333,608,"as"
12.25,66.5,"2019-02-24",0.6428571,330,"as"
12.5,64.25,"2019-02-24",0.7272727,350,"as"
12.5,65.25,"2019-02-24",0.375,150,"as"
1.25,68,"2019-02-25",0.7368421,300,"as"
2.75,60,"2019-02-25",1.235294,700,"as"
2.75,65,"2019-02-25",0.1234568,60,"as"
2.75,67.5,"2019-02-25",0.2352941,160,"as"
3,65,"2019-02-25",1.764706,1200,"as"
3.25,58.75,"2019-02-25",1.5,1300,"as"
3.25,67.75,"2019-02-25",0.5,190,"as"
3.5,61,"2019-02-25",0.4545455,250,"as"
3.5,65.25,"2019-02-25",0.8888889,300,"as"
3.75,61.25,"2019-02-25",1.133333,650,"as"
3.75,65.75,"2019-02-25",0.4375,320,"as"
4.5,63.75,"2019-02-25",0.9411765,800,"as"
4.5,67,"2019-02-25",1,400,"as"
5.5,65,"2019-02-25",1.133333,800,"as"
10.5,59.25,"2019-02-25",1.5,500,"as"
10.5,59.25,"2019-02-25",0.4166667,180,"as"
11.75,65,"2019-02-25",1.7,750,"as"
2,68.25,"2019-02-26",3.6,1080,"as"
3,65.75,"2019-02-26",0.6111111,235,"as"
3.25,61.75,"2019-02-26",0.5294118,600,"as"
3.25,66,"2019-02-26",10,470,"as"
3.75,63.5,"2019-02-26",0.5833333,300,"as"
5.25,60,"2019-02-26",0.7142857,150,"as"
5.25,63.75,"2019-02-26",0.8461538,500,"as"
10.5,59.5,"2019-02-26",0.3333333,170,"as"
10.5,65,"2019-02-26",2,1000,"as"
10.5,67.75,"2019-02-26",0.4444444,850,"as"
10.75,65.5,"2019-02-26",0.625,250,"as"
11.25,63.5,"2019-02-26",0.25,120,"as"
11.5,63.5,"2019-02-26",0.9166667,500,"as"
11.5,66.25,"2019-02-26",1.333333,900,"as"
12,64.25,"2019-02-26",1,396,"as"
14.25,63.25,"2019-02-26",0.75,450,"as"
2,65.5,"2019-02-27",1.333333,730,"as"
2.25,67.25,"2019-02-27",0.6111111,550,"as"
2.25,69,"2019-02-27",1.263158,480,"as"
3,66.25,"2019-02-27",0.6,500,"as"
3,66.5,"2019-02-27",15,650,"as"
3,67,"2019-02-27",0.2469136,120,"as"
3,67,"2019-02-27",1.529412,1100,"as"
3.25,67.25,"2019-02-27",0.3333333,172,"as"
3.5,63.5,"2019-02-27",0.07692308,60,"as"
4.25,65.5,"2019-02-27",0.07692308,45,"as"
4.5,67,"2019-02-27",0.5833333,350,"as"
4.75,67,"2019-02-27",1.333333,1000,"as"
5.25,63.75,"2019-02-27",0.5882353,350,"as"
10.5,59.5,"2019-02-27",1.6,500,"as"
11.25,65,"2019-02-27",2.5,1250,"as"
2.25,68.25,"2019-02-28",1.333333,1040,"as"
3.5,62.5,"2019-02-28",0.6470588,450,"as"
3.75,65,"2019-02-28",0.7272727,350,"as"
4.5,67,"2019-02-28",1.5,700,"as"
4.75,59.75,"2019-02-28",0.6666667,450,"as"
5.25,63.75,"2019-02-28",1,600,"as"
10,68,"2019-02-28",0.8333333,1350,"as"
10.25,59.5,"2019-02-28",0.4166667,170,"as"
10.25,62.75,"2019-02-28",1,450,"as"
10.5,59.5,"2019-02-28",16,500,"as"
11,66.25,"2019-02-28",0.875,260,"as"
11.25,63.25,"2019-02-28",0.4166667,200,"as"
11.5,63.25,"2019-02-28",0.25,130,"as"
2.5,67,"2019-03-01",0.5,700,"as"
3.25,58.25,"2019-03-01",0.05,400,"as"
3.25,63,"2019-03-01",0.2,150,"as"
4.5,68,"2019-03-01",1,600,"as"
4.75,67,"2019-03-01",0.6666667,1000,"as"
11.75,61.5,"2019-03-01",2,900,"as"
14.25,67.5,"2019-03-01",0.06666667,30,"as"
1.5,64.5,"2019-03-02",0.3333333,160,"as"
1.5,68.25,"2019-03-02",0.1176471,120,"as"
2.25,68.5,"2019-03-02",2.133333,1472,"as"
2.75,67,"2019-03-02",0.1142857,80,"as"
3.75,61.25,"2019-03-02",0.7333333,500,"as"
3.75,65.75,"2019-03-02",1,750,"as"
4.25,59.75,"2019-03-02",0.3333333,230,"as"
5.25,63.75,"2019-03-02",0.3076923,200,"as"
10,65.5,"2019-03-02",0.4,300,"as"
10.5,59.5,"2019-03-02",0.7,200,"as"
10.5,68,"2019-03-02",0.1666667,160,"as"
10.75,62.5,"2019-03-02",1.666667,620,"as"
11,68,"2019-03-02",0.375,110,"as"
11.5,63.5,"2019-03-02",0.08333333,50,"as"
11.5,63.5,"2019-03-02",0.75,400,"as"
13,62.25,"2019-03-02",0.8235294,350,"as"
0.25,67.25,"2019-03-03",1.083333,600,"as"
1,67.25,"2019-03-03",0.4705882,400,"as"
1.25,67.25,"2019-03-03",0.1851852,100,"as"
1.5,67.25,"2019-03-03",1.166667,1100,"as"
2.5,67,"2019-03-03",0.3571429,145,"as"
3.25,65.25,"2019-03-03",1.764706,1800,"as"
3.75,67.5,"2019-03-03",0.1538462,80,"as"
6.25,67,"2019-03-03",0.4725898,250,"as"
10.25,60.5,"2019-03-03",0.6666667,290,"as"
11.25,63.25,"2019-03-03",0.4166667,200,"as"
1.5,67,"2019-03-04",0.1851852,100,"as"
1.5,67.25,"2019-03-04",0.3529412,280,"as"
2.25,68.75,"2019-03-04",1.933333,1595,"as"
3,67.25,"2019-03-04",0.1714286,100,"as"
3.75,67.25,"2019-03-04",1.3,520,"as"
3.75,67.25,"2019-03-04",0.7142857,400,"as"
4.25,59.5,"2019-03-04",1,750,"as"
10.5,67.5,"2019-03-04",0.3888889,435,"as"
11,63.25,"2019-03-04",0.6666667,300,"as"
1.25,67.5,"2019-03-05",1.416667,800,"as"
2.25,69,"2019-03-05",3.4,1113,"as"
2.5,64.75,"2019-03-05",0.25,150,"as"
2.75,65.25,"2019-03-05",0.6666667,400,"as"
3.75,65.5,"2019-03-05",0.5882353,500,"as"
4,59.75,"2019-03-05",1,700,"as"
5.5,65.5,"2019-03-05",1.384615,750,"as"
7.5,68.5,"2019-03-05",0.09090909,50,"as"
10,63,"2019-03-05",1.803571,2120,"as"
10.5,62.25,"2019-03-05",2.5,1100,"as"
10.5,63.25,"2019-03-05",0.4166667,200,"as"
10.75,62.25,"2019-03-05",1.5,650,"as"
2.25,69.25,"2019-03-06",1.733333,1274,"as"
2.5,67.75,"2019-03-06",0.5,480,"as"
3,68,"2019-03-06",0.2352941,200,"as"
3,68.25,"2019-03-06",0.1851852,120,"as"
3.75,65.75,"2019-03-06",0.6666667,400,"as"
4.25,66,"2019-03-06",0.9333333,520,"as"
9,68.75,"2019-03-06",1.25,400,"as"
9.75,67.25,"2019-03-06",0.3888889,650,"as"
10,61.75,"2019-03-06",0.5833333,320,"as"
1.5,66.75,"2019-03-07",0.5833333,300,"as"
1.75,67.75,"2019-03-07",1.266667,950,"as"
2.25,66.5,"2019-03-07",0.9090909,500,"as"
3,68.25,"2019-03-07",1,350,"as"
3,68.25,"2019-03-07",0.8333333,620,"as"
3.75,59.75,"2019-03-07",0.6,400,"as"
3.75,67.25,"2019-03-07",1.142857,640,"as"
4.75,65.5,"2019-03-07",0.9411765,800,"as"
5.25,65.25,"2019-03-07",0.1860465,80,"as"
5.5,65.5,"2019-03-07",0.3076923,200,"as"
10.5,63.25,"2019-03-07",0.5833333,350,"as"
11.5,62.25,"2019-03-07",2.363636,1000,"as"
0.25,65,"2019-03-08",0.137931,80,"as"
2.75,61.75,"2019-03-08",0.05714286,35,"as"
3.75,65,"2019-03-08",0.1666667,60,"as"
4,67,"2019-03-08",0.9876543,650,"as"
4,67,"2019-03-08",0.7333333,500,"as"
4.5,60.25,"2019-03-08",1.5,1275,"as"
4.5,68.5,"2019-03-08",1,250,"as"
3.25,67,"2019-03-09",1.125,400,"as"
3.25,67.25,"2019-03-09",11.66667,750,"as"
3.5,60,"2019-03-09",1.133333,800,"as"
4,60.5,"2019-03-09",1.071429,500,"as"
4.5,67,"2019-03-09",0.8888889,950,"as"
10,62.25,"2019-03-09",1.583333,570,"as"
2,66.25,"2019-03-10",0.4,180,"as"
3.25,63.25,"2019-03-10",0.1666667,70,"as"
4,61,"2019-03-10",1,500,"as"
4,66.25,"2019-03-10",0.5,250,"as"
4.25,66.75,"2019-03-10",0.4,300,"as"
4.25,67,"2019-03-10",0.5625,450,"as"
4.5,61,"2019-03-10",0.9375,650,"as"
4.5,61.5,"2019-03-10",0.4166667,150,"as"
4.5,67,"2019-03-10",0.4320988,350,"as"
4.75,61.75,"2019-03-10",0.3401361,250,"as"
5.25,61,"2019-03-10",1.333333,500,"as"
9,67.5,"2019-03-10",0.8333333,410,"as"
9.5,68.5,"2019-03-10",1.25,400,"as"
12.5,62,"2019-03-10",0.5,200,"as"
12.75,62.25,"2019-03-10",1.111111,400,"as"
0,65.5,"2019-03-11",0.3333333,260,"as"
3.25,67,"2019-03-11",1.25,450,"as"
3.25,67.5,"2019-03-11",0.75,500,"as"
3.5,60,"2019-03-11",1.066667,600,"as"
3.75,61.25,"2019-03-11",0.9090909,500,"as"
4,60.75,"2019-03-11",0.4285714,240,"as"
5.25,60.25,"2019-03-11",2.7,1080,"as"
5.25,61.5,"2019-03-11",0.3333333,200,"as"
5.75,62.5,"2019-03-11",2.307692,900,"as"
10.25,63,"2019-03-11",0.4166667,200,"as"
0.25,66,"2019-03-12",1.388889,950,"as"
3.25,67.5,"2019-03-12",1,610,"as"
3.75,60.75,"2019-03-12",1.733333,1000,"as"
4.75,60,"2019-03-12",1,350,"as"
5.25,60.75,"2019-03-12",0.5833333,250,"as"
5.5,61.25,"2019-03-12",1,500,"as"
5.5,61.5,"2019-03-12",1.333333,1650,"as"
5.75,61,"2019-03-12",0.5,200,"as"
6,61,"2019-03-12",1.2,684,"as"
6.25,61.75,"2019-03-12",1.5,900,"as"
9,63,"2019-03-12",1.333333,469,"as"
11.25,63,"2019-03-12",0.25,100,"as"
12.5,61.5,"2019-03-12",0.5,200,"as"
14,58.75,"2019-03-12",0.1333333,60,"as"
3.25,67.5,"2019-03-13",1.875,590,"as"
5.25,60.5,"2019-03-13",0.1,40,"as"
5.25,61.5,"2019-03-13",0.7142857,500,"as"
5.5,62.5,"2019-03-13",2.153846,850,"as"
5.75,61.5,"2019-03-13",0.2,150,"as"
6,60,"2019-03-13",0.6,290,"as"
6,67.75,"2019-03-13",0.5833333,300,"as"
12.25,61.75,"2019-03-13",0.1111111,40,"as"
1.5,67.25,"2019-03-14",0.2380952,100,"as"
2,67,"2019-03-14",0.2307692,100,"as"
2.25,66.5,"2019-03-14",0.0625,50,"as"
2.25,66.75,"2019-03-14",0.8333333,120,"as"
2.5,66.25,"2019-03-14",0.2194587,120,"as"
5.25,67.25,"2019-03-14",0.08333333,50,"as"
5.5,61.25,"2019-03-14",0.8571429,400,"as"
5.5,67.5,"2019-03-14",0.24,80,"as"
5.75,60.25,"2019-03-14",0.9090909,500,"as"
5.75,61.5,"2019-03-14",0.6666667,1100,"as"
5.75,62,"2019-03-14",0.4081633,300,"as"
6,61,"2019-03-14",1,350,"as"
6.25,61.75,"2019-03-14",1.666667,800,"as"
6.5,60,"2019-03-14",0.2857143,155,"as"
6.5,62,"2019-03-14",1.25,650,"as"
10,65,"2019-03-14",0.5,260,"as"
12.25,65.25,"2019-03-14",0.4,200,"as"
12.5,61.5,"2019-03-14",0.2,80,"as"
1.25,66.75,"2019-03-15",0.9615385,600,"as"
3.25,68,"2019-03-15",0.5833333,400,"as"
4,67,"2019-03-15",0.75,300,"as"
4.25,67.5,"2019-03-15",3.076923,120,"as"
4.25,68,"2019-03-15",0.3061224,85,"as"
5.5,62.5,"2019-03-15",0.3076923,140,"as"
5.5,62.5,"2019-03-15",0.3333333,200,"as"
6.25,61.75,"2019-03-15",0.4166667,200,"as"
6.5,61.25,"2019-03-15",1.3,455,"as"
6.5,62,"2019-03-15",0.5714286,400,"as"
11.5,58.75,"2019-03-15",0.6666667,250,"as"
0,66.25,"2019-03-16",0.2352941,80,"as"
1,65.25,"2019-03-16",0.06666667,40,"as"
1.25,65.75,"2019-03-16",0.06535948,20,"as"
1.75,66.5,"2019-03-16",0.1333333,60,"as"
3.5,59.5,"2019-03-16",1,500,"as"
5.5,61.25,"2019-03-16",0.5714286,300,"as"
5.5,61.5,"2019-03-16",0.2,150,"as"
5.5,62.5,"2019-03-16",0.952381,700,"as"
5.75,61.5,"2019-03-16",0.4,300,"as"
6,61,"2019-03-16",0.6666667,280,"as"
6,61.25,"2019-03-16",0.5833333,300,"as"
6.75,62,"2019-03-16",0.25,80,"as"
8,67.5,"2019-03-16",2,768,"as"
12.25,61.5,"2019-03-16",0.2307692,120,"as"
12.5,61.25,"2019-03-16",0.2,80,"as"
12.5,61.5,"2019-03-16",0.2222222,90,"as"
0.25,65.25,"2019-03-17",0.3333333,150,"as"
